"SEQPRODUTO";"DESCCOMPLETA";"QUANTIDADE";"DATA";"HORA";"ENTRADASAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,392;03/04/25;"17:39:40";"SAIDA"
"145897";"CARNE BOV RSF KG FILE MIGNON";1,24;03/04/25;"17:39:40";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,406;03/04/25;"17:39:40";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,402;03/04/25;"17:39:40";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,396;03/04/25;"17:39:40";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,428;03/04/25;"17:39:40";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,61;03/04/25;"17:40:17";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,372;03/04/25;"17:40:20";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,452;03/04/25;"17:40:20";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,33;03/04/25;"17:43:30";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,346;03/04/25;"17:43:30";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,38;03/04/25;"17:43:30";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,388;03/04/25;"17:43:30";"SAIDA"
"145894";"CARNE BOV RSF KG TATU";0,61;03/04/25;"17:44:09";"SAIDA"
"145921";"CARNE BOV RSF KG GRANITO";0,844;03/04/25;"17:44:09";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,302;03/04/25;"17:44:19";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,356;03/04/25;"17:44:19";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,358;03/04/25;"17:44:19";"SAIDA"
"145930";"CARNE BOV RSF KG VAZIO";0,97;03/04/25;"17:45:51";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";1,956;03/04/25;"17:46:31";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,414;03/04/25;"17:47:38";"SAIDA"
"145930";"CARNE BOV RSF KG VAZIO";1,75;03/04/25;"17:48:17";"SAIDA"
"145926";"CARNE BOV RSF KG COSTELA JANELA";1,554;03/04/25;"17:48:53";"SAIDA"
"145905";"CARNE BOV RSF KG CHULETA";0,358;03/04/25;"17:48:54";"SAIDA"
"145896";"CARNE BOV RSF KG ALCATRA";0,994;03/04/25;"17:48:54";"SAIDA"
"145916";"CARNE BOV RSF KG PALETA";0,666;03/04/25;"17:49:46";"SAIDA"
"145921";"CARNE BOV RSF KG GRANITO";1,054;03/04/25;"17:49:46";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,392;03/04/25;"17:49:58";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,382;03/04/25;"17:49:58";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,41;03/04/25;"17:50:33";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,484;03/04/25;"17:50:33";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,446;03/04/25;"17:51:03";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,426;03/04/25;"17:51:03";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,512;03/04/25;"17:51:51";"SAIDA"
"145916";"CARNE BOV RSF KG PALETA";0,952;03/04/25;"17:51:51";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,968;03/04/25;"17:52:03";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,588;03/04/25;"17:52:03";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,32;03/04/25;"17:52:30";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,358;03/04/25;"17:52:30";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,318;03/04/25;"17:52:30";"SAIDA"
"145909";"CARNE BOV RSF KG BIFE COX DENTRO";0,472;03/04/25;"17:52:36";"SAIDA"
"145909";"CARNE BOV RSF KG BIFE COX DENTRO";0,574;03/04/25;"17:52:36";"SAIDA"
"145916";"CARNE BOV RSF KG PALETA";0,622;03/04/25;"17:55:52";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,504;03/04/25;"17:55:52";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,412;03/04/25;"17:55:52";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,37;03/04/25;"17:55:52";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,492;03/04/25;"17:55:52";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";5,164;03/04/25;"17:56:56";"SAIDA"
"145900";"CARNE BOV RSF KG PICANHA";0,884;03/04/25;"17:57:29";"SAIDA"
"145897";"CARNE BOV RSF KG FILE MIGNON";1,442;03/04/25;"17:57:29";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,438;03/04/25;"17:57:29";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,34;03/04/25;"17:57:29";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,446;03/04/25;"17:57:29";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,474;03/04/25;"17:57:29";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,35;03/04/25;"17:57:29";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,414;03/04/25;"17:57:29";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,318;03/04/25;"17:58:08";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,54;03/04/25;"17:58:08";"SAIDA"
"145917";"CARNE BOV RSF KG ESP P/CHURRASCO";0,406;03/04/25;"17:58:08";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,376;03/04/25;"17:58:08";"SAIDA"
"145890";"CARNE BOV RSF KG ESP NA CHAPA";0,822;03/04/25;"17:59:43";"SAIDA"
"145910";"CARNE BOV RSF KG CAPA COX MOLE";0,588;03/04/25;"17:59:43";"SAIDA"
"145921";"CARNE BOV RSF KG GRANITO";0,93;03/04/25;"17:59:43";"SAIDA"
"145910";"CARNE BOV RSF KG CAPA COX MOLE";0,61;03/04/25;"17:59:43";"SAIDA"
"145921";"CARNE BOV RSF KG GRANITO";0,882;03/04/25;"17:59:43";"SAIDA"
"145917";"CARNE BOV RSF KG ESP P/CHURRASCO";0,548;03/04/25;"17:59:43";"SAIDA"
"145917";"CARNE BOV RSF KG ESP P/CHURRASCO";0,506;03/04/25;"17:59:43";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,416;03/04/25;"18:01:22";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,448;03/04/25;"18:01:25";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,534;03/04/25;"18:01:25";"SAIDA"
"145927";"CARNE BOV RSF KG ENTRANHA";0,652;03/04/25;"18:01:25";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,524;03/04/25;"18:01:25";"SAIDA"
"145928";"CARNE BOV RSF KG MATAMBRE";0,936;03/04/25;"18:01:25";"SAIDA"
"145928";"CARNE BOV RSF KG MATAMBRE";0,67;03/04/25;"18:01:25";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,466;03/04/25;"18:01:25";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,41;03/04/25;"18:01:25";"SAIDA"
"145909";"CARNE BOV RSF KG BIFE COX DENTRO";0,474;03/04/25;"18:04:46";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,468;03/04/25;"18:05:42";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,362;03/04/25;"18:06:20";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,356;03/04/25;"18:06:20";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,344;03/04/25;"18:06:20";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,396;03/04/25;"18:06:20";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,32;03/04/25;"18:06:20";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,344;03/04/25;"18:06:20";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,344;03/04/25;"18:06:20";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,722;03/04/25;"18:06:20";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,344;03/04/25;"18:06:20";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,508;03/04/25;"18:07:34";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,42;03/04/25;"18:11:21";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,536;03/04/25;"18:11:21";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,46;03/04/25;"18:11:21";"SAIDA"
"145909";"CARNE BOV RSF KG BIFE COX DENTRO";0,488;03/04/25;"18:11:41";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,4;03/04/25;"18:13:26";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,716;03/04/25;"18:15:14";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,704;03/04/25;"18:15:14";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,364;03/04/25;"18:15:26";"SAIDA"
"145890";"CARNE BOV RSF KG ESP NA CHAPA";0,574;03/04/25;"18:15:26";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,398;03/04/25;"18:15:26";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,258;03/04/25;"18:15:26";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";10,31;03/04/25;"18:15:38";"SAIDA"
"145901";"CARNE BOV RSF KG APARA DO LOMBO";1,398;03/04/25;"18:15:47";"SAIDA"
"145901";"CARNE BOV RSF KG APARA DO LOMBO";1,568;03/04/25;"18:16:35";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,442;03/04/25;"18:16:35";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,508;03/04/25;"18:16:35";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,434;03/04/25;"18:16:35";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,47;03/04/25;"18:16:35";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,472;03/04/25;"18:16:42";"SAIDA"
"145911";"CARNE BOV RSF KG PICADO PRIMEIRA";0,464;03/04/25;"18:17:03";"SAIDA"
"145916";"CARNE BOV RSF KG PALETA";0,756;03/04/25;"18:17:23";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,404;03/04/25;"18:17:23";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,456;03/04/25;"18:17:23";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,95;03/04/25;"18:17:23";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,904;03/04/25;"18:17:23";"SAIDA"
"145916";"CARNE BOV RSF KG PALETA";0,802;03/04/25;"18:17:23";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,428;03/04/25;"18:17:23";"SAIDA"
"145916";"CARNE BOV RSF KG PALETA";0,712;03/04/25;"18:17:23";"SAIDA"
"145916";"CARNE BOV RSF KG PALETA";0,718;03/04/25;"18:17:23";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,402;03/04/25;"18:17:33";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,456;03/04/25;"18:17:33";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,51;03/04/25;"18:17:33";"SAIDA"
"145911";"CARNE BOV RSF KG PICADO PRIMEIRA";0,54;03/04/25;"18:17:47";"SAIDA"
"145902";"CARNE BOV RSF KG BANANINHA";0,43;03/04/25;"18:17:53";"SAIDA"
"145927";"CARNE BOV RSF KG ENTRANHA";0,694;03/04/25;"18:17:53";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,392;03/04/25;"18:18:09";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,524;03/04/25;"18:18:09";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,42;03/04/25;"18:18:24";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,396;03/04/25;"18:20:01";"SAIDA"
"145909";"CARNE BOV RSF KG BIFE COX DENTRO";0,316;03/04/25;"18:20:01";"SAIDA"
"145909";"CARNE BOV RSF KG BIFE COX DENTRO";0,59;03/04/25;"18:20:35";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,34;03/04/25;"18:22:12";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,416;03/04/25;"18:22:12";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,602;03/04/25;"18:23:05";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,706;03/04/25;"18:23:05";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,458;03/04/25;"18:23:59";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,392;03/04/25;"18:23:59";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,358;03/04/25;"18:23:59";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,356;03/04/25;"18:24:04";"SAIDA"
"145916";"CARNE BOV RSF KG PALETA";0,754;03/04/25;"18:24:22";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,508;03/04/25;"18:24:22";"SAIDA"
"145901";"CARNE BOV RSF KG APARA DO LOMBO";2,594;03/04/25;"18:24:40";"SAIDA"
"145930";"CARNE BOV RSF KG VAZIO";1,014;03/04/25;"18:25:19";"SAIDA"
"145911";"CARNE BOV RSF KG PICADO PRIMEIRA";0,654;03/04/25;"18:25:38";"SAIDA"
"145930";"CARNE BOV RSF KG VAZIO";0,62;03/04/25;"18:25:39";"SAIDA"
"145911";"CARNE BOV RSF KG PICADO PRIMEIRA";0,442;03/04/25;"18:25:39";"SAIDA"
"145909";"CARNE BOV RSF KG BIFE COX DENTRO";0,498;03/04/25;"18:25:39";"SAIDA"
"145909";"CARNE BOV RSF KG BIFE COX DENTRO";0,422;03/04/25;"18:25:39";"SAIDA"
"145920";"CARNE BOV RSF KG ASSADO DE TIRAS";1,82;03/04/25;"18:25:39";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,384;03/04/25;"18:25:39";"SAIDA"
"145929";"CARNE BOV RSF KG FRALDINHA";0,654;03/04/25;"18:25:39";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,256;03/04/25;"18:25:39";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,336;03/04/25;"18:26:20";"SAIDA"
"145909";"CARNE BOV RSF KG BIFE COX DENTRO";0,438;03/04/25;"18:26:20";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,35;03/04/25;"18:26:20";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,35;03/04/25;"18:26:20";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,444;03/04/25;"18:29:10";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,408;03/04/25;"18:29:10";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,32;03/04/25;"18:30:26";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,362;03/04/25;"18:30:26";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,356;03/04/25;"18:30:26";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,536;03/04/25;"18:31:33";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,498;03/04/25;"18:31:33";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,398;03/04/25;"18:31:34";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,444;03/04/25;"18:31:34";"SAIDA"
"145909";"CARNE BOV RSF KG BIFE COX DENTRO";0,47;03/04/25;"18:31:36";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,372;03/04/25;"18:31:46";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,452;03/04/25;"18:31:46";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,484;03/04/25;"18:31:53";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,382;03/04/25;"18:32:35";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,422;03/04/25;"18:32:35";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,51;03/04/25;"18:32:35";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,418;03/04/25;"18:33:07";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,386;03/04/25;"18:33:07";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,378;03/04/25;"18:33:07";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,45;03/04/25;"18:35:45";"SAIDA"
"145909";"CARNE BOV RSF KG BIFE COX DENTRO";0,738;03/04/25;"18:37:54";"SAIDA"
"145909";"CARNE BOV RSF KG BIFE COX DENTRO";0,568;03/04/25;"18:38:19";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,568;03/04/25;"18:38:21";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,356;03/04/25;"18:38:21";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,426;03/04/25;"18:38:34";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,684;03/04/25;"18:39:21";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";2,182;03/04/25;"18:39:21";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,728;03/04/25;"18:39:21";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,36;03/04/25;"18:39:24";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,392;03/04/25;"18:39:24";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,42;03/04/25;"18:39:24";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,6;03/04/25;"18:39:24";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,392;03/04/25;"18:39:24";"SAIDA"
"145930";"CARNE BOV RSF KG VAZIO";1,73;03/04/25;"18:40:02";"SAIDA"
"145900";"CARNE BOV RSF KG PICANHA";0,992;03/04/25;"18:40:02";"SAIDA"
"145899";"CARNE BOV RSF KG MAMINHA";0,78;03/04/25;"18:40:02";"SAIDA"
"145926";"CARNE BOV RSF KG COSTELA JANELA";2,63;03/04/25;"18:40:02";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,372;03/04/25;"18:40:30";"SAIDA"
"145926";"CARNE BOV RSF KG COSTELA JANELA";0,322;03/04/25;"18:40:51";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,47;03/04/25;"18:40:53";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,758;03/04/25;"18:40:53";"SAIDA"
"145916";"CARNE BOV RSF KG PALETA";0,794;03/04/25;"18:40:53";"SAIDA"
"145916";"CARNE BOV RSF KG PALETA";0,852;03/04/25;"18:40:53";"SAIDA"
"145916";"CARNE BOV RSF KG PALETA";0,796;03/04/25;"18:40:53";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,516;03/04/25;"18:40:53";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,766;03/04/25;"18:40:53";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,342;03/04/25;"18:41:14";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,332;03/04/25;"18:41:14";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,388;03/04/25;"18:41:14";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,768;03/04/25;"18:44:38";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,742;03/04/25;"18:44:38";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,488;03/04/25;"18:44:38";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,672;03/04/25;"18:44:38";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,48;03/04/25;"18:44:40";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,47;03/04/25;"18:44:40";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,47;03/04/25;"18:44:40";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,434;03/04/25;"18:44:40";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,438;03/04/25;"18:44:40";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,58;03/04/25;"18:44:40";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,504;03/04/25;"18:44:40";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,374;03/04/25;"18:46:35";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,38;03/04/25;"18:46:35";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,37;03/04/25;"18:46:36";"SAIDA"
"145931";"CARNE BOV RSF KG COSTELA S/OSSO";0,77;03/04/25;"18:46:36";"SAIDA"
"145931";"CARNE BOV RSF KG COSTELA S/OSSO";1,022;03/04/25;"18:46:36";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,36;03/04/25;"18:46:53";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,324;03/04/25;"18:46:53";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,378;03/04/25;"18:46:53";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,3;03/04/25;"18:46:53";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,422;03/04/25;"18:47:47";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,394;03/04/25;"18:48:37";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,386;03/04/25;"18:48:37";"SAIDA"
"145931";"CARNE BOV RSF KG COSTELA S/OSSO";1,478;03/04/25;"18:49:08";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,714;03/04/25;"18:49:08";"SAIDA"
"145911";"CARNE BOV RSF KG PICADO PRIMEIRA";0,472;03/04/25;"18:49:08";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,444;03/04/25;"18:50:46";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,448;03/04/25;"18:51:44";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,474;03/04/25;"18:51:44";"SAIDA"
"145911";"CARNE BOV RSF KG PICADO PRIMEIRA";0,518;03/04/25;"18:51:55";"SAIDA"
"145911";"CARNE BOV RSF KG PICADO PRIMEIRA";0,612;03/04/25;"18:51:55";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,414;03/04/25;"18:52:16";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,392;03/04/25;"18:53:33";"SAIDA"
"145916";"CARNE BOV RSF KG PALETA";0,692;03/04/25;"18:53:33";"SAIDA"
"145916";"CARNE BOV RSF KG PALETA";0,664;03/04/25;"18:53:41";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,53;03/04/25;"18:53:41";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,564;03/04/25;"18:53:41";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,37;03/04/25;"18:54:05";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,37;03/04/25;"18:54:05";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,756;03/04/25;"18:54:05";"SAIDA"
"145916";"CARNE BOV RSF KG PALETA";0,686;03/04/25;"18:54:05";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,676;03/04/25;"18:54:05";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,442;03/04/25;"18:54:20";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,346;03/04/25;"18:54:20";"SAIDA"
"145911";"CARNE BOV RSF KG PICADO PRIMEIRA";0,476;03/04/25;"18:54:32";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,336;03/04/25;"18:55:44";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,37;03/04/25;"18:55:44";"SAIDA"
"145909";"CARNE BOV RSF KG BIFE COX DENTRO";0,51;03/04/25;"18:55:44";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,406;03/04/25;"18:55:57";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,426;03/04/25;"18:55:58";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,394;03/04/25;"18:56:01";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,408;03/04/25;"18:56:01";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,406;03/04/25;"18:56:01";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,392;03/04/25;"18:56:01";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,352;03/04/25;"18:56:03";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,35;03/04/25;"18:56:03";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,4;03/04/25;"18:57:54";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,422;03/04/25;"18:57:54";"SAIDA"
