"SEQPRODUTO";"DESCCOMPLETA";"QUANTIDADE";"DATA";"HORA";"ENTRADASAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,664;05/04/25;"13:33:15";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,702;05/04/25;"13:33:15";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,646;05/04/25;"13:33:15";"SAIDA"
"145891";"CARNE BOV RSF KG COXAO DE DENTRO";0,722;05/04/25;"13:33:30";"SAIDA"
"145891";"CARNE BOV RSF KG COXAO DE DENTRO";0,654;05/04/25;"13:33:30";"SAIDA"
"145909";"CARNE BOV RSF KG BIFE COX DENTRO";0,54;05/04/25;"13:33:43";"SAIDA"
"145929";"CARNE BOV RSF KG FRALDINHA";0,52;05/04/25;"13:33:43";"SAIDA"
"145911";"CARNE BOV RSF KG PICADO PRIMEIRA";0,488;05/04/25;"13:33:43";"SAIDA"
"145911";"CARNE BOV RSF KG PICADO PRIMEIRA";0,54;05/04/25;"13:33:46";"SAIDA"
"145930";"CARNE BOV RSF KG VAZIO";0,822;05/04/25;"13:33:46";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,962;05/04/25;"13:33:57";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,906;05/04/25;"13:33:57";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,646;05/04/25;"13:33:57";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,624;05/04/25;"13:33:57";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,958;05/04/25;"13:33:57";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,556;05/04/25;"13:34:45";"SAIDA"
"145921";"CARNE BOV RSF KG GRANITO";1,028;05/04/25;"13:34:45";"SAIDA"
"145929";"CARNE BOV RSF KG FRALDINHA";0,654;05/04/25;"13:35:35";"SAIDA"
"145920";"CARNE BOV RSF KG ASSADO DE TIRAS";0,618;05/04/25;"13:35:35";"SAIDA"
"145916";"CARNE BOV RSF KG PALETA";0,786;05/04/25;"13:36:07";"SAIDA"
"145916";"CARNE BOV RSF KG PALETA";0,992;05/04/25;"13:36:39";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";4,2;05/04/25;"13:36:55";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,654;05/04/25;"13:37:32";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,632;05/04/25;"13:37:32";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,68;05/04/25;"13:37:45";"SAIDA"
"145921";"CARNE BOV RSF KG GRANITO";2,36;05/04/25;"13:37:49";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,586;05/04/25;"13:37:49";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,578;05/04/25;"13:37:49";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,762;05/04/25;"13:37:52";"SAIDA"
"145919";"CARNE BOV RSF KG PEITO";0,916;05/04/25;"13:37:56";"SAIDA"
"145919";"CARNE BOV RSF KG PEITO";0,832;05/04/25;"13:37:56";"SAIDA"
"145904";"CARNE BOV RSF KG CAPA DE FILE";1,294;05/04/25;"13:38:02";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,51;05/04/25;"13:38:02";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,448;05/04/25;"13:38:02";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,52;05/04/25;"13:38:02";"SAIDA"
"145899";"CARNE BOV RSF KG MAMINHA";0,962;05/04/25;"13:38:54";"SAIDA"
"145899";"CARNE BOV RSF KG MAMINHA";0,98;05/04/25;"13:38:54";"SAIDA"
"145906";"CARNE BOV RSF KG CONTRAFILE";0,766;05/04/25;"13:38:54";"SAIDA"
"145930";"CARNE BOV RSF KG VAZIO";1,21;05/04/25;"13:38:54";"SAIDA"
"145916";"CARNE BOV RSF KG PALETA";0,774;05/04/25;"13:39:55";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";1,132;05/04/25;"13:39:55";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,612;05/04/25;"13:40:30";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,588;05/04/25;"13:40:30";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,528;05/04/25;"13:40:30";"SAIDA"
"145898";"CARNE BOV RSF KG FIL-MIGN CORDAO";0,938;05/04/25;"13:40:30";"SAIDA"
"145910";"CARNE BOV RSF KG CAPA COX MOLE";0,746;05/04/25;"13:40:30";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,61;05/04/25;"13:40:30";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,582;05/04/25;"13:40:30";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,55;05/04/25;"13:40:30";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,612;05/04/25;"13:40:45";"SAIDA"
"145915";"CARNE BOV RSF KG MUSC DIANTEIRO";0,636;05/04/25;"13:40:45";"SAIDA"
"145915";"CARNE BOV RSF KG MUSC DIANTEIRO";0,774;05/04/25;"13:40:45";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,518;05/04/25;"13:41:20";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,416;05/04/25;"13:41:20";"SAIDA"
"145930";"CARNE BOV RSF KG VAZIO";0,692;05/04/25;"13:41:20";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,998;05/04/25;"13:41:30";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";1,184;05/04/25;"13:41:30";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,62;05/04/25;"13:41:30";"SAIDA"
"145905";"CARNE BOV RSF KG CHULETA";0,716;05/04/25;"13:41:30";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,618;05/04/25;"13:41:30";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,632;05/04/25;"13:41:30";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,588;05/04/25;"13:41:50";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,558;05/04/25;"13:41:50";"SAIDA"
"145916";"CARNE BOV RSF KG PALETA";0,906;05/04/25;"13:41:50";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,65;05/04/25;"13:42:23";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,59;05/04/25;"13:43:07";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,54;05/04/25;"13:43:07";"SAIDA"
"145921";"CARNE BOV RSF KG GRANITO";0,912;05/04/25;"13:43:40";"SAIDA"
"145921";"CARNE BOV RSF KG GRANITO";1,062;05/04/25;"13:43:40";"SAIDA"
"145930";"CARNE BOV RSF KG VAZIO";1,174;05/04/25;"13:43:40";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,52;05/04/25;"13:44:10";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,526;05/04/25;"13:44:10";"SAIDA"
"145909";"CARNE BOV RSF KG BIFE COX DENTRO";0,56;05/04/25;"13:44:31";"SAIDA"
"145912";"CARNE BOV RSF KG BIFE DE PATINHO";0,542;05/04/25;"13:44:35";"SAIDA"
"145912";"CARNE BOV RSF KG BIFE DE PATINHO";0,558;05/04/25;"13:44:35";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,664;05/04/25;"13:44:53";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,61;05/04/25;"13:44:53";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,626;05/04/25;"13:45:40";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,608;05/04/25;"13:45:40";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,564;05/04/25;"13:45:57";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,516;05/04/25;"13:45:57";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,594;05/04/25;"13:46:42";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,516;05/04/25;"13:46:42";"SAIDA"
"145916";"CARNE BOV RSF KG PALETA";0,938;05/04/25;"13:47:11";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,786;05/04/25;"13:47:11";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,586;05/04/25;"13:47:11";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,686;05/04/25;"13:47:11";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,716;05/04/25;"13:47:11";"SAIDA"
"145911";"CARNE BOV RSF KG PICADO PRIMEIRA";0,31;05/04/25;"13:47:21";"SAIDA"
"145919";"CARNE BOV RSF KG PEITO";0,912;05/04/25;"13:48:17";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,626;05/04/25;"13:48:17";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,604;05/04/25;"13:48:17";"SAIDA"
"145911";"CARNE BOV RSF KG PICADO PRIMEIRA";0,534;05/04/25;"13:49:20";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,59;05/04/25;"13:49:26";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,56;05/04/25;"13:49:26";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,588;05/04/25;"13:49:33";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,674;05/04/25;"13:49:33";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,602;05/04/25;"13:49:59";"SAIDA"
"145909";"CARNE BOV RSF KG BIFE COX DENTRO";0,538;05/04/25;"13:49:59";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,766;05/04/25;"13:49:59";"SAIDA"
"145911";"CARNE BOV RSF KG PICADO PRIMEIRA";0,5;05/04/25;"13:49:59";"SAIDA"
"145909";"CARNE BOV RSF KG BIFE COX DENTRO";0,424;05/04/25;"13:49:59";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,496;05/04/25;"13:49:59";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,694;05/04/25;"13:50:18";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,498;05/04/25;"13:50:18";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,658;05/04/25;"13:50:18";"SAIDA"
"145891";"CARNE BOV RSF KG COXAO DE DENTRO";0,616;05/04/25;"13:50:18";"SAIDA"
"145916";"CARNE BOV RSF KG PALETA";0,688;05/04/25;"13:50:31";"SAIDA"
"145909";"CARNE BOV RSF KG BIFE COX DENTRO";1,03;05/04/25;"13:50:39";"SAIDA"
"145916";"CARNE BOV RSF KG PALETA";0,786;05/04/25;"13:50:39";"SAIDA"
"145905";"CARNE BOV RSF KG CHULETA";0,394;05/04/25;"13:50:39";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,716;05/04/25;"13:50:39";"SAIDA"
"145916";"CARNE BOV RSF KG PALETA";0,906;05/04/25;"13:50:39";"SAIDA"
"145916";"CARNE BOV RSF KG PALETA";1;05/04/25;"13:50:40";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,606;05/04/25;"13:51:31";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,642;05/04/25;"13:51:31";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,7;05/04/25;"13:53:11";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,744;05/04/25;"13:53:11";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,66;05/04/25;"13:53:23";"SAIDA"
"145901";"CARNE BOV RSF KG APARA DO LOMBO";0,87;05/04/25;"13:53:23";"SAIDA"
"145890";"CARNE BOV RSF KG ESP NA CHAPA";0,65;05/04/25;"13:53:23";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,616;05/04/25;"13:53:23";"SAIDA"
"145917";"CARNE BOV RSF KG ESP P/CHURRASCO";0,82;05/04/25;"13:55:09";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,608;05/04/25;"13:55:18";"SAIDA"
"145916";"CARNE BOV RSF KG PALETA";0,996;05/04/25;"13:56:13";"SAIDA"
"145916";"CARNE BOV RSF KG PALETA";0,856;05/04/25;"13:56:13";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,614;05/04/25;"13:56:28";"SAIDA"
"145905";"CARNE BOV RSF KG CHULETA";0,488;05/04/25;"13:56:28";"SAIDA"
"145916";"CARNE BOV RSF KG PALETA";0,85;05/04/25;"13:56:28";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,596;05/04/25;"13:56:28";"SAIDA"
"145922";"CARNE BOV RSF KG ACEM";1,69;05/04/25;"13:56:28";"SAIDA"
"145922";"CARNE BOV RSF KG ACEM";1,746;05/04/25;"13:56:28";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,58;05/04/25;"13:56:56";"SAIDA"
"145916";"CARNE BOV RSF KG PALETA";0,84;05/04/25;"13:56:56";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,69;05/04/25;"13:56:56";"SAIDA"
"145916";"CARNE BOV RSF KG PALETA";0,676;05/04/25;"13:56:56";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,664;05/04/25;"13:56:56";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,49;05/04/25;"13:57:24";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,324;05/04/25;"13:57:24";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,494;05/04/25;"13:57:24";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,518;05/04/25;"13:57:24";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,532;05/04/25;"13:57:24";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,46;05/04/25;"13:57:24";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,398;05/04/25;"13:57:24";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,63;05/04/25;"13:57:32";"SAIDA"
"145905";"CARNE BOV RSF KG CHULETA";2,51;05/04/25;"13:57:45";"SAIDA"
"145926";"CARNE BOV RSF KG COSTELA JANELA";0,618;05/04/25;"13:57:45";"SAIDA"
"145926";"CARNE BOV RSF KG COSTELA JANELA";0,658;05/04/25;"13:57:45";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,518;05/04/25;"13:57:45";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,646;05/04/25;"13:57:45";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,618;05/04/25;"13:57:45";"SAIDA"
"145909";"CARNE BOV RSF KG BIFE COX DENTRO";0,628;05/04/25;"13:57:45";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";8,175;05/04/25;"13:57:58";"SAIDA"
"145926";"CARNE BOV RSF KG COSTELA JANELA";2,422;05/04/25;"13:58:20";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,636;05/04/25;"13:58:20";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,642;05/04/25;"13:58:20";"SAIDA"
"145911";"CARNE BOV RSF KG PICADO PRIMEIRA";0,99;05/04/25;"13:58:20";"SAIDA"
"145928";"CARNE BOV RSF KG MATAMBRE";0,696;05/04/25;"13:58:29";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,734;05/04/25;"13:58:44";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,728;05/04/25;"13:58:44";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,722;05/04/25;"13:58:44";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,746;05/04/25;"13:58:44";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,648;05/04/25;"13:58:44";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,732;05/04/25;"13:58:44";"SAIDA"
"145916";"CARNE BOV RSF KG PALETA";0,732;05/04/25;"13:59:04";"SAIDA"
"145916";"CARNE BOV RSF KG PALETA";0,596;05/04/25;"13:59:26";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,572;05/04/25;"13:59:26";"SAIDA"
"145901";"CARNE BOV RSF KG APARA DO LOMBO";1,574;05/04/25;"14:00:06";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,522;05/04/25;"14:00:47";"SAIDA"
"145911";"CARNE BOV RSF KG PICADO PRIMEIRA";0,56;05/04/25;"14:00:47";"SAIDA"
"145916";"CARNE BOV RSF KG PALETA";0,86;05/04/25;"14:00:47";"SAIDA"
"145893";"CARNE BOV RSF KG PATINHO";4,592;05/04/25;"14:00:55";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,594;05/04/25;"14:01:04";"SAIDA"
"145916";"CARNE BOV RSF KG PALETA";0,528;05/04/25;"14:01:04";"SAIDA"
"145891";"CARNE BOV RSF KG COXAO DE DENTRO";0,656;05/04/25;"14:02:11";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,658;05/04/25;"14:02:11";"SAIDA"
"145900";"CARNE BOV RSF KG PICANHA";1,284;05/04/25;"14:03:03";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,63;05/04/25;"14:03:23";"SAIDA"
"145911";"CARNE BOV RSF KG PICADO PRIMEIRA";0,494;05/04/25;"14:03:23";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,984;05/04/25;"14:03:23";"SAIDA"
"145909";"CARNE BOV RSF KG BIFE COX DENTRO";0,584;05/04/25;"14:03:23";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,574;05/04/25;"14:03:23";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,474;05/04/25;"14:03:48";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,504;05/04/25;"14:03:48";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,466;05/04/25;"14:03:48";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,572;05/04/25;"14:04:06";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,624;05/04/25;"14:04:37";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,686;05/04/25;"14:04:37";"SAIDA"
"145909";"CARNE BOV RSF KG BIFE COX DENTRO";1,144;05/04/25;"14:04:51";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,356;05/04/25;"14:04:51";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,45;05/04/25;"14:04:51";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,624;05/04/25;"14:05:06";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,684;05/04/25;"14:05:06";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,714;05/04/25;"14:05:24";"SAIDA"
"145916";"CARNE BOV RSF KG PALETA";0,874;05/04/25;"14:05:24";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,482;05/04/25;"14:05:49";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,496;05/04/25;"14:05:49";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,488;05/04/25;"14:05:49";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,478;05/04/25;"14:05:49";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,534;05/04/25;"14:05:49";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,466;05/04/25;"14:05:49";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,62;05/04/25;"14:06:50";"SAIDA"
"145919";"CARNE BOV RSF KG PEITO";0,826;05/04/25;"14:07:56";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,974;05/04/25;"14:08:08";"SAIDA"
"145916";"CARNE BOV RSF KG PALETA";1,128;05/04/25;"14:08:08";"SAIDA"
"145916";"CARNE BOV RSF KG PALETA";1,112;05/04/25;"14:08:08";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,664;05/04/25;"14:08:08";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,634;05/04/25;"14:08:08";"SAIDA"
"145917";"CARNE BOV RSF KG ESP P/CHURRASCO";1,294;05/04/25;"14:08:24";"SAIDA"
"145926";"CARNE BOV RSF KG COSTELA JANELA";0,56;05/04/25;"14:08:24";"SAIDA"
"145926";"CARNE BOV RSF KG COSTELA JANELA";0,528;05/04/25;"14:08:24";"SAIDA"
"145926";"CARNE BOV RSF KG COSTELA JANELA";0,578;05/04/25;"14:08:24";"SAIDA"
"145920";"CARNE BOV RSF KG ASSADO DE TIRAS";0,616;05/04/25;"14:08:24";"SAIDA"
"145925";"CARNE BOV RSF KG SHORT RIB";1,008;05/04/25;"14:08:24";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,766;05/04/25;"14:08:24";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,714;05/04/25;"14:08:24";"SAIDA"
"145926";"CARNE BOV RSF KG COSTELA JANELA";0,55;05/04/25;"14:08:24";"SAIDA"
"145904";"CARNE BOV RSF KG CAPA DE FILE";1,286;05/04/25;"14:08:24";"SAIDA"
"145916";"CARNE BOV RSF KG PALETA";1,044;05/04/25;"14:08:24";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,746;05/04/25;"14:08:56";"SAIDA"
"145888";"CARNE BOV RSF KG OSSO";1,058;05/04/25;"14:08:58";"SAIDA"
"145916";"CARNE BOV RSF KG PALETA";0,816;05/04/25;"14:09:04";"SAIDA"
"145916";"CARNE BOV RSF KG PALETA";0,83;05/04/25;"14:09:04";"SAIDA"
"145901";"CARNE BOV RSF KG APARA DO LOMBO";1,434;05/04/25;"14:09:04";"SAIDA"
"145921";"CARNE BOV RSF KG GRANITO";1,1;05/04/25;"14:09:14";"SAIDA"
"145921";"CARNE BOV RSF KG GRANITO";1,058;05/04/25;"14:09:14";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,462;05/04/25;"14:09:58";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,462;05/04/25;"14:09:58";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,726;05/04/25;"14:09:58";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,656;05/04/25;"14:10:45";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,678;05/04/25;"14:10:45";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,784;05/04/25;"14:10:45";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";1,348;05/04/25;"14:10:45";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,872;05/04/25;"14:10:45";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";1,018;05/04/25;"14:10:45";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,604;05/04/25;"14:11:05";"SAIDA"
"145886";"CARNE BOV RSF KG MOIDA PRIMEIRA";0,406;05/04/25;"14:11:24";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,598;05/04/25;"14:11:43";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,624;05/04/25;"14:11:43";"SAIDA"
"145896";"CARNE BOV RSF KG ALCATRA";1,548;05/04/25;"14:11:43";"SAIDA"
"145926";"CARNE BOV RSF KG COSTELA JANELA";1,978;05/04/25;"14:11:43";"SAIDA"
"145916";"CARNE BOV RSF KG PALETA";0,806;05/04/25;"14:11:43";"SAIDA"
"145901";"CARNE BOV RSF KG APARA DO LOMBO";1,882;05/04/25;"14:11:43";"SAIDA"
"145891";"CARNE BOV RSF KG COXAO DE DENTRO";0,8;05/04/25;"14:11:43";"SAIDA"
"145916";"CARNE BOV RSF KG PALETA";0,834;05/04/25;"14:11:43";"SAIDA"
"145904";"CARNE BOV RSF KG CAPA DE FILE";1,398;05/04/25;"14:11:58";"SAIDA"
"145904";"CARNE BOV RSF KG CAPA DE FILE";1,256;05/04/25;"14:11:58";"SAIDA"
"145909";"CARNE BOV RSF KG BIFE COX DENTRO";0,424;05/04/25;"14:12:22";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,632;05/04/25;"14:12:24";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,634;05/04/25;"14:12:24";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,63;05/04/25;"14:12:24";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,654;05/04/25;"14:12:27";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,67;05/04/25;"14:12:27";"SAIDA"
"145920";"CARNE BOV RSF KG ASSADO DE TIRAS";0,522;05/04/25;"14:12:41";"SAIDA"
"145926";"CARNE BOV RSF KG COSTELA JANELA";0,544;05/04/25;"14:12:41";"SAIDA"
"145910";"CARNE BOV RSF KG CAPA COX MOLE";0,662;05/04/25;"14:12:59";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,788;05/04/25;"14:12:59";"SAIDA"
"145916";"CARNE BOV RSF KG PALETA";0,742;05/04/25;"14:12:59";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,872;05/04/25;"14:12:59";"SAIDA"
"145910";"CARNE BOV RSF KG CAPA COX MOLE";0,616;05/04/25;"14:12:59";"SAIDA"
"145916";"CARNE BOV RSF KG PALETA";0,89;05/04/25;"14:12:59";"SAIDA"
"145919";"CARNE BOV RSF KG PEITO";0,788;05/04/25;"14:12:59";"SAIDA"
"145923";"CARNE BOV RSF KG AGULHA";0,748;05/04/25;"14:12:59";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,686;05/04/25;"14:14:04";"SAIDA"
"145887";"CARNE BOV RSF KG MOIDA SEGUNDA";0,656;05/04/25;"14:14:04";"SAIDA"
